id	symbol	chr	strand	nprots	ntrans	SV	WT	WT_prots	SV_prots	min_skipped_exon	max_skipped_exon	min_skipped_bases	max_skipped_bases
ENSG00000079385	CEACAM1	19	-	12	12	43015073:43016502	43015073:43015728|43015781:43016502	ENSP00000161559|ENSP00000351165|ENSP00000325946|ENSP00000244291	ENSP00000384709|ENSP00000384083|ENSP00000312184	1	1	53	53	
ENSG00000079385	CEACAM1	19	-	12	12	43016632:43020925	43019256:43020925|43016632:43019163	ENSP00000367304	ENSP00000312184	1	1	93	93	
ENSG00000115598	IL1RL2	2	+	4	4	102804386:102818016	102808581:102818016|102805771:102808385|102804386:102805536	ENSP00000264257|ENSP00000387611|ENSP00000442184	ENSP00000413348	2	2	431	431	
ENSG00000105176	URI1	19	+	11	11	30433572:30476130	30462135:30476130|30433572:30462100	ENSP00000442436	ENSP00000461003|ENSP00000312530	1	1	35	35	
ENSG00000138382	METTL5	2	-	11	11	170676154:170680999	170678568:170680999|170676154:170678453|170676154:170677602|170677784:170678453	ENSP00000386703|ENSP00000260953|ENSP00000386582|ENSP00000376415|ENSP00000440589|ENSP00000387056	ENSP00000387106	1	2	115	297	
ENSG00000138382	METTL5	2	-	11	11	170669017:170677602	170672039:170676071|170669017:170671987|170676154:170677602	ENSP00000386703|ENSP00000260953|ENSP00000386582|ENSP00000376415|ENSP00000387056	ENSP00000307903	2	2	135	135	
ENSG00000138382	METTL5	2	-	11	11	170676154:170678453	170676154:170677602|170677784:170678453	ENSP00000386703|ENSP00000260953|ENSP00000386582|ENSP00000376415|ENSP00000387056	ENSP00000440589	1	1	182	182	
ENSG00000138382	METTL5	2	-	11	11	170669017:170680999	170672039:170676071|170669017:170677602|170678568:170680999|170669017:170671987|170676154:170680999|170676154:170677602|170677784:170678453	ENSP00000386703|ENSP00000387106|ENSP00000260953|ENSP00000386582|ENSP00000376415|ENSP00000307903|ENSP00000387056	ENSP00000444989	2	4	135	432	
ENSG00000152056	AP1S3	2	-	9	9	224630068:224642408	224630068:224640618|224640727:224642408	ENSP00000397155|ENSP00000379891|ENSP00000388738	ENSP00000333888	1	1	109	109	
ENSG00000214253	FIS1	7	-	6	6	100884188:100888241	100887421:100888241|100884188:100887288	ENSP00000223136	ENSP00000411442	1	1	133	133	
ENSG00000214253	FIS1	7	-	6	6	100884188:100895176	100887421:100895176|100884188:100887288	ENSP00000444771|ENSP00000413500	ENSP00000442056	1	1	133	133	
ENSG00000214253	FIS1	7	-	6	6	100883185:100884111	100883529:100884111|100883185:100883423	ENSP00000223136	ENSP00000413500	1	1	106	106	
ENSG00000138794	CASP6	4	-	4	4	110615857:110624512	110619499:110624512|110615857:110618778|110618925:110619456|110617643:110618778|110615857:110617566	ENSP00000265164|ENSP00000424080	ENSP00000285333	2	3	190	267	
ENSG00000138794	CASP6	4	-	4	4	110615857:110618778	110617643:110618778|110615857:110617566	ENSP00000265164|ENSP00000427669	ENSP00000424080	1	1	77	77	
ENSG00000158402	CDC25C	5	-	11	11	137655064:137661710	137655064:137661504|137661594:137661710	ENSP00000321656|ENSP00000424795|ENSP00000443196|ENSP00000427251	ENSP00000348898|ENSP00000425470	1	1	90	90	
ENSG00000158402	CDC25C	5	-	11	11	137661594:137664173	137661744:137664173|137661594:137661710	ENSP00000321656|ENSP00000424795|ENSP00000443196|ENSP00000427251|ENSP00000427105	ENSP00000349821	1	1	34	34	
ENSG00000158402	CDC25C	5	-	11	11	137664219:137666676	137665337:137666676|137664219:137665242	ENSP00000321656|ENSP00000348898|ENSP00000424795|ENSP00000443196|ENSP00000425470|ENSP00000427251|ENSP00000427105	ENSP00000349821|ENSP00000345205|ENSP00000392631	1	1	95	95	
ENSG00000158402	CDC25C	5	-	11	11	137655064:137664173	137661744:137664173|137661594:137664173|137655064:137661504|137655064:137661710|137661594:137661710	ENSP00000321656|ENSP00000348898|ENSP00000349821|ENSP00000424795|ENSP00000443196|ENSP00000425470|ENSP00000427251	ENSP00000345205|ENSP00000392631	1	2	34	124	
ENSG00000050767	COL23A1	5	-	2	2	177682028:177683354	177682028:177682788|177682891:177683354	ENSP00000385092	ENSP00000375069	1	1	103	103	
ENSG00000050767	COL23A1	5	-	2	2	177697365:177717363	177715352:177717363|177697365:177715325	ENSP00000375069	ENSP00000385092	1	1	27	27	
ENSG00000197217	ENTPD4	8	-	6	6	23243559:23291830	23243559:23261467|23261587:23291830	ENSP00000430579	ENSP00000348536	1	1	120	120	
ENSG00000134851	TMEM165	4	+	4	4	56262564:56290705	56284153:56290705|56278007:56283239|56262564:56277781|56283415:56283970	ENSP00000370736	ENSP00000425449	3	3	585	585	
ENSG00000163607	GTPBP8	3	+	9	9	112710183:112713982	112711972:112713982|112710183:112711873	ENSP00000373176	ENSP00000373175|ENSP00000418877	1	1	99	99	
ENSG00000163607	GTPBP8	3	+	9	9	112710183:112715739	112711972:112713982|112710183:112711873|112714113:112715739|112710183:112713982|112711972:112715739	ENSP00000373176|ENSP00000373175|ENSP00000418877|ENSP00000418261	ENSP00000295864	1	2	99	230	
ENSG00000163607	GTPBP8	3	+	9	9	112711972:112715739	112711972:112713982|112713992:112713993|112714113:112715739|112714002:112714003	ENSP00000373176|ENSP00000303802|ENSP00000417632	ENSP00000418261	1	3	129	131	
ENSG00000163904	SENP2	3	+	10	10	185316334:185318553	185316813:185318553|185316334:185316746	ENSP00000399156|ENSP00000439653|ENSP00000296257	ENSP00000388893	1	1	67	67	
ENSG00000163904	SENP2	3	+	10	10	185307958:185316746	185307958:185316200|185316334:185316746	ENSP00000399156|ENSP00000439653|ENSP00000296257	ENSP00000390229	1	1	134	134	
ENSG00000163904	SENP2	3	+	10	10	185332529:185337087	185332529:185335268|185335400:185337087	ENSP00000439653|ENSP00000296257|ENSP00000409753|ENSP00000394562	ENSP00000399201	1	1	132	132	
ENSG00000114626	ABTB1	3	+	8	8	127396130:127396519	127396407:127396519|127396130:127396308	ENSP00000377030|ENSP00000232744|ENSP00000412684|ENSP00000417366|ENSP00000418439	ENSP00000354296	1	1	99	99	
ENSG00000131931	THAP1	8	-	3	3	42693480:42698167	42693480:42694329|42694525:42698167	ENSP00000254250	ENSP00000344966	1	1	196	196	
ENSG00000168484	SFTPC	8	+	8	8	22019384:22020593	22020246:22020593|22019384:22020087	ENSP00000316152|ENSP00000430410|ENSP00000407931|ENSP00000429496|ENSP00000428817	ENSP00000430266|ENSP00000429552|ENSP00000429619	1	1	159	159	
ENSG00000217555	CKLF	16	+	8	8	66586697:66597025	66592252:66597025|66586697:66592093	ENSP00000264001|ENSP00000354627|ENSP00000416678	ENSP00000264003|ENSP00000433857	1	1	159	159	
ENSG00000217555	CKLF	16	+	8	8	66592252:66599789	66592252:66597025|66597121:66599789	ENSP00000264001|ENSP00000354627	ENSP00000290771	1	1	96	96	
ENSG00000217555	CKLF	16	+	8	8	66586697:66599789	66592252:66597025|66592252:66599789|66586697:66597025|66586697:66592093|66597121:66599789	ENSP00000264001|ENSP00000264003|ENSP00000290771|ENSP00000354627	ENSP00000355417	1	2	96	255	
ENSG00000148584	A1CF	10	-	9	9	52580410:52595834	52580410:52587891|52588056:52595834	ENSP00000363113|ENSP00000363105|ENSP00000363109|ENSP00000363107|ENSP00000282641|ENSP00000378867|ENSP00000378868	ENSP00000378873	1	1	165	165	
ENSG00000146223	RPL7L1	6	+	3	3	42852489:42853994	42853822:42853994|42852489:42853712	ENSP00000418221|ENSP00000346063	ENSP00000445293	1	1	110	110	
ENSG00000068400	GRIPAP1	X	-	5	5	48841816:48844533	48844292:48844533|48841816:48844199	ENSP00000365627|ENSP00000365624|ENSP00000365606	ENSP00000365608|ENSP00000444782	1	1	93	93	
ENSG00000068400	GRIPAP1	X	-	5	5	48849991:48855650	48853797:48855650|48854593:48855650|48853770:48854566|48849991:48853662	ENSP00000365608|ENSP00000365624|ENSP00000444782	ENSP00000365627	1	2	135	135	
ENSG00000068400	GRIPAP1	X	-	5	5	48838104:48839391	48838104:48838207|48838285:48839391	ENSP00000365608|ENSP00000365627|ENSP00000365624|ENSP00000444782	ENSP00000365606	1	1	78	78	
ENSG00000063854	HAGH	16	-	7	7	1867273:1869898	1869225:1869898|1867273:1869116	ENSP00000455355|ENSP00000380514|ENSP00000380511|ENSP00000455422|ENSP00000455970	ENSP00000406552	1	1	109	109	
ENSG00000177045	SIX5	19	-	3	3	46269370:46271300	46270414:46271300|46269370:46269608	ENSP00000316842	ENSP00000453239	1	1	806	806	
ENSG00000100243	CYB5R3	22	-	8	8	43026995:43032721	43027457:43032721|43026995:43027384	ENSP00000354468|ENSP00000379597|ENSP00000338461|ENSP00000384834|ENSP00000384457|ENSP00000385679|ENSP00000403439	ENSP00000415224	1	1	73	73	
ENSG00000183853	KIRREL	1	+	6	6	158047931:158057545	158047931:158054212|158054370:158056386|158056537:158057545	ENSP00000357155|ENSP00000352138	ENSP00000353202|ENSP00000376098	2	2	309	309	
ENSG00000183853	KIRREL	1	+	6	6	157963519:158054212	157963519:158045903|158046053:158047781|158047931:158054212	ENSP00000357155|ENSP00000352138	ENSP00000389674	2	2	300	300	
ENSG00000008710	PKD1	16	-	12	12	2142594:2143545	2142594:2142955|2143095:2143545	ENSP00000262304|ENSP00000399501|ENSP00000302503	ENSP00000455753	1	1	140	140	
ENSG00000183137	CEP57L1	6	+	24	24	109466585:109471369	109466585:109467961|109468141:109471369	ENSP00000430558	ENSP00000337392|ENSP00000430011	1	1	180	180	
ENSG00000183137	CEP57L1	6	+	24	24	109476511:109480228	109476511:109476994|109477081:109480228	ENSP00000427844|ENSP00000383936|ENSP00000337392|ENSP00000357964|ENSP00000429957|ENSP00000357966|ENSP00000430011|ENSP00000430529|ENSP00000352841	ENSP00000428344	1	1	87	87	
ENSG00000010292	NCAPD2	12	+	6	6	6618959:6623431	6620419:6623431|6618959:6619241|6619300:6619795|6618959:6619795|6619977:6620276	ENSP00000325017|ENSP00000444417	ENSP00000371895|ENSP00000445103	2	3	325	384	
ENSG00000010292	NCAPD2	12	+	6	6	6618959:6619795	6618959:6619241|6619300:6619795	ENSP00000325017|ENSP00000444377	ENSP00000444417|ENSP00000438495	1	1	59	59	
ENSG00000100162	CENPM	22	-	6	6	42335201:42341229	42339706:42341229|42335201:42339614	ENSP00000215980|ENSP00000384731	ENSP00000384814|ENSP00000384743	1	1	92	92	
ENSG00000119231	SENP5	3	+	5	5	196630482:196654667	196630482:196650285|196650423:196654667	ENSP00000327197|ENSP00000396927	ENSP00000390231	1	1	138	138	
ENSG00000119231	SENP5	3	+	5	5	196650423:196656504	196654751:196656504|196650423:196654667	ENSP00000327197|ENSP00000396927	ENSP00000405663	1	1	84	84	
ENSG00000166780	C16orf45	16	+	8	8	15675189:15680574	15675189:15677013|15677096:15680574	ENSP00000300006|ENSP00000408976	ENSP00000457867	1	1	83	83	
ENSG00000099338	CATSPERG	19	+	6	6	38847184:38848918	38847184:38847382|38847502:38848918	ENSP00000386962|ENSP00000386950|ENSP00000395093	ENSP00000387057	1	1	120	120	
ENSG00000099338	CATSPERG	19	+	6	6	38845488:38847382	38847184:38847382|38845488:38847124	ENSP00000386962|ENSP00000386950|ENSP00000395093	ENSP00000215069	1	1	60	60	
ENSG00000099338	CATSPERG	19	+	6	6	38849202:38851129	38850222:38851129|38849202:38850110	ENSP00000387057|ENSP00000386962|ENSP00000386950|ENSP00000395093	ENSP00000215069	1	1	112	112	
ENSG00000261768	SLC2A6	HG79_PATCH	-	4	4	136348786:136349515	136348786:136348950|136349136:136349515	ENSP00000457648	ENSP00000455415	1	1	186	186	
ENSG00000168779	SHOX2	3	-	6	6	157820676:157823468	157822919:157823468|157820676:157822847	ENSP00000398704	ENSP00000374240|ENSP00000450720	1	1	72	72	
ENSG00000187024	PTRH1	9	-	3	3	130476562:130476882	130476704:130476882|130476562:130476658	ENSP00000418661|ENSP00000439469	ENSP00000418219	1	1	46	46	
ENSG00000204653	ASPDH	19	-	2	2	51015838:51016184	51015838:51015918|51016068:51016184	ENSP00000373860	ENSP00000366114	1	1	150	150	
ENSG00000075188	NUP37	12	-	5	5	102470626:102492884	102471282:102479544|102479635:102492884|102470626:102471100	ENSP00000448054|ENSP00000251074	ENSP00000448086	2	2	273	273	
ENSG00000130294	KIF1A	2	-	8	8	241666358:241676480	241666358:241667806|241674163:241676480|241667830:241676480|241666358:241674136	ENSP00000362405|ENSP00000414613|ENSP00000384231	ENSP00000322791|ENSP00000438388	1	1	24	27	
ENSG00000130294	KIF1A	2	-	8	8	241689965:241697777	241689965:241696736|241697012:241697777	ENSP00000438388|ENSP00000362405|ENSP00000384231	ENSP00000322791	1	1	276	276	
ENSG00000130294	KIF1A	2	-	8	8	241710522:241712531	241712014:241712531|241710522:241711987	ENSP00000438388|ENSP00000362405|ENSP00000384231	ENSP00000322791	1	1	27	27	
ENSG00000095970	TREM2	6	-	3	3	41126519:41127530	41126519:41126611|41126805:41127530	ENSP00000362205	ENSP00000342651|ENSP00000362214	1	1	194	194	
ENSG00000071564	TCF3	19	-	5	5	1627426:1646354	1632405:1646354|1627426:1632037|1632116:1632331	ENSP00000262965|ENSP00000344375|ENSP00000396363	ENSP00000378813	2	2	153	153	
ENSG00000071564	TCF3	19	-	5	5	1619234:1619779	1619234:1619315|1619474:1619779	ENSP00000262965|ENSP00000344375|ENSP00000396363|ENSP00000378813	ENSP00000441530	1	1	159	159	
ENSG00000077063	CTTNBP2	7	-	9	9	117424509:117431345	117424509:117426440|117426480:117431345	ENSP00000389576	ENSP00000397678	1	1	40	40	
ENSG00000077063	CTTNBP2	7	-	9	9	117364787:117368143	117365312:117368143|117364787:117365106	ENSP00000160373|ENSP00000389576	ENSP00000389491	1	1	206	206	
ENSG00000077063	CTTNBP2	7	-	9	9	117385985:117396609	117385985:117386067|117386154:117396609	ENSP00000160373|ENSP00000389576	ENSP00000395925	1	1	87	87	
ENSG00000120438	TCP1	6	-	11	11	160200294:160200927	160200823:160200927|160200294:160200659	ENSP00000317334|ENSP00000439447|ENSP00000376008	ENSP00000390159	1	1	164	164	
ENSG00000120438	TCP1	6	-	11	11	160205100:160210437	160206529:160206932|160205100:160205698|160205880:160206418|160207030:160208775|160209176:160210437|160208904:160209090	ENSP00000317334|ENSP00000390159	ENSP00000441345	5	5	606	606	
ENSG00000120438	TCP1	6	-	11	11	160206529:160208775	160206529:160206932|160207030:160208775	ENSP00000317334|ENSP00000390159|ENSP00000439671|ENSP00000437840	ENSP00000442185|ENSP00000444423	1	1	98	98	
ENSG00000084072	PPIE	1	+	10	10	40209597:40214575	40209597:40211047|40211171:40214575	ENSP00000312769|ENSP00000348904|ENSP00000433475|ENSP00000361925|ENSP00000361918	ENSP00000431714	1	1	124	124	
ENSG00000084072	PPIE	1	+	10	10	40205936:40209496	40207594:40208888|40205936:40207038|40207082:40207567|40208970:40209496	ENSP00000312769|ENSP00000348904|ENSP00000431714|ENSP00000361918	ENSP00000361925	3	3	153	153	
ENSG00000184937	WT1	11	-	9	9	32421591:32439123	32438087:32439123|32421591:32438036	ENSP00000368370|ENSP00000331327|ENSP00000413452|ENSP00000435624|ENSP00000435351	ENSP00000435307|ENSP00000415516	1	1	51	51	
ENSG00000184937	WT1	11	-	9	9	32413611:32417803	32413611:32414212|32414302:32417803	ENSP00000368370|ENSP00000331327|ENSP00000435307|ENSP00000415516|ENSP00000413452	ENSP00000435624	1	1	90	90	
ENSG00000139613	SMARCC2	12	-	6	6	56557550:56558432	56557550:56558087|56558153:56558432	ENSP00000377591	ENSP00000302919	1	1	66	66	
ENSG00000139613	SMARCC2	12	-	6	6	56566489:56567480	56566489:56566721|56566814:56567480	ENSP00000377591|ENSP00000449396|ENSP00000302919	ENSP00000267064	1	1	93	93	
ENSG00000144031	ANKRD53	2	+	4	4	71206991:71209707	71206991:71209066|71209231:71209707	ENSP00000272421|ENSP00000407004|ENSP00000353796	ENSP00000388883	1	1	165	165	
ENSG00000196961	AP2A1	19	+	2	2	50305399:50306206	50305399:50305791|50305857:50306206	ENSP00000351926	ENSP00000346246	1	1	66	66	
ENSG00000137942	FNBP1L	1	+	6	6	94002048:94009664	94006614:94009664|94002048:94006599	ENSP00000271234|ENSP00000445735	ENSP00000359278|ENSP00000359275	1	1	15	15	
ENSG00000137942	FNBP1L	1	+	6	6	94000466:94009664	94006614:94009664|94002048:94006599|94002048:94009664|94000466:94001889	ENSP00000359278|ENSP00000271234|ENSP00000359275|ENSP00000445735	ENSP00000260506|ENSP00000397451	1	2	159	174	
ENSG00000105699	LSR	19	+	5	5	35749968:35753449	35749968:35752828|35752885:35753449	ENSP00000354575|ENSP00000262627	ENSP00000346976	1	1	57	57	
ENSG00000105699	LSR	19	+	5	5	35749968:35757262	35753596:35757262|35749968:35752828|35752885:35753449|35749968:35753449	ENSP00000354575|ENSP00000346976|ENSP00000262627	ENSP00000354034	1	2	147	204	
ENSG00000105699	LSR	19	+	5	5	35741563:35757262	35749968:35757262|35753596:35757262|35741563:35749848|35749968:35752828|35752885:35753449|35749968:35753449	ENSP00000354575|ENSP00000346976|ENSP00000354034|ENSP00000262627	ENSP00000394479	1	3	120	324	
ENSG00000166900	STX3	11	+	8	8	59560988:59564756	59560988:59562845|59562956:59564756	ENSP00000300150|ENSP00000338562|ENSP00000434836	ENSP00000441649|ENSP00000431386	1	1	111	111	
ENSG00000166900	STX3	11	+	8	8	59540768:59556346	59540768:59554510|59554610:59556346	ENSP00000300150|ENSP00000338562|ENSP00000441649|ENSP00000433248	ENSP00000436200	1	1	100	100	
ENSG00000059804	SLC2A3	12	-	4	4	8085744:8088616	8086499:8088616|8085744:8086406	ENSP00000075120	ENSP00000440750	1	1	93	93	
ENSG00000181885	CLDN7	17	-	5	5	7163856:7164140	7164046:7164140|7163856:7163961	ENSP00000353475|ENSP00000396638|ENSP00000460550|ENSP00000460796	ENSP00000445131	1	1	85	85	
ENSG00000089101	C20orf26	20	+	18	18	20168701:20177214	20172064:20177214|20168701:20171986	ENSP00000342164|ENSP00000374306|ENSP00000245957	ENSP00000345660|ENSP00000388074	1	1	78	78	
ENSG00000089101	C20orf26	20	+	18	18	20258103:20270944	20269581:20270944|20258103:20269253	ENSP00000342164|ENSP00000374306|ENSP00000245957	ENSP00000366524|ENSP00000366523	1	1	328	328	
ENSG00000089101	C20orf26	20	+	18	18	20140089:20147041	20140089:20144694|20144873:20147041	ENSP00000345553|ENSP00000374306|ENSP00000245957|ENSP00000366521|ENSP00000414537	ENSP00000397311|ENSP00000366512	1	1	179	179	
ENSG00000154258	ABCA9	17	-	4	4	66992156:67004203	66992156:67003900|67004014:67004203	ENSP00000342216|ENSP00000359767	ENSP00000394264|ENSP00000411523	1	1	114	114	
ENSG00000154258	ABCA9	17	-	4	4	66980317:66981194	66980317:66981026|66981121:66981194	ENSP00000342216|ENSP00000394264	ENSP00000359767	1	1	95	95	
ENSG00000173193	PARP14	3	+	6	6	122405961:122414273	122405961:122411148|122411391:122414273	ENSP00000418194	ENSP00000381228|ENSP00000418535	1	1	243	243	
ENSG00000126432	PRDX5	11	+	3	3	64087341:64088337	64087341:64088133|64088265:64088337	ENSP00000265462	ENSP00000335334	1	1	132	132	
ENSG00000126432	PRDX5	11	+	3	3	64085859:64088337	64085859:64087206|64087341:64088133|64088265:64088337|64087341:64088337	ENSP00000265462|ENSP00000335334	ENSP00000335363	1	2	135	267	
ENSG00000183668	PSG9	19	-	6	6	43762609:43771936	43762609:43763009|43763288:43771936|43763288:43766012|43766291:43771936|43762609:43766012	ENSP00000270077|ENSP00000396753|ENSP00000405523|ENSP00000244293	ENSP00000291752	1	2	279	558	
ENSG00000183668	PSG9	19	-	6	6	43763288:43771936	43763288:43766012|43766291:43771936	ENSP00000270077|ENSP00000405523	ENSP00000396753|ENSP00000400484	1	1	279	279	
ENSG00000183668	PSG9	19	-	6	6	43762609:43766012	43762609:43763009|43763288:43766012	ENSP00000270077|ENSP00000405523	ENSP00000244293	1	1	279	279	
ENSG00000143570	SLC39A1	1	-	9	9	153933231:153935005	153934827:153935005|153933231:153934696	ENSP00000348535|ENSP00000357612|ENSP00000357610|ENSP00000309710|ENSP00000440608|ENSP00000392950|ENSP00000392229|ENSP00000407717	ENSP00000443632	1	1	131	131	
ENSG00000133958	UNC79	14	+	5	5	94069765:94079143	94069765:94071242|94071308:94079143	ENSP00000451360|ENSP00000376860	ENSP00000256339|ENSP00000450868|ENSP00000376858	1	1	66	66	
ENSG00000133958	UNC79	14	+	5	5	94097255:94103562	94100984:94103562|94097255:94100867	ENSP00000256339|ENSP00000451360|ENSP00000376858|ENSP00000376860	ENSP00000450868	1	1	117	117	
ENSG00000172752	COL6A5	3	+	6	6	130189812:130202879	130190771:130202879|130189812:130190526	ENSP00000362250	ENSP00000390895|ENSP00000422898	1	1	245	245	
ENSG00000102003	SYP	X	-	7	7	49049921:49055427	49054299:49055427|49049921:49050623|49050819:49054174	ENSP00000263233|ENSP00000418169	ENSP00000418387	2	2	321	321	
ENSG00000102003	SYP	X	-	7	7	49050819:49055427	49054299:49055427|49050819:49054174	ENSP00000263233|ENSP00000418169	ENSP00000365480	1	1	125	125	
ENSG00000114126	TFDP2	3	-	19	19	141712428:141724283	141712428:141713862|141713984:141724283	ENSP00000439782|ENSP00000420616|ENSP00000420599|ENSP00000418590|ENSP00000309622|ENSP00000417585|ENSP00000417726|ENSP00000417220|ENSP00000420456|ENSP00000417108	ENSP00000419036	1	1	122	122	
ENSG00000114126	TFDP2	3	-	19	19	141697525:141713862	141712428:141713862|141697525:141712380	ENSP00000439782|ENSP00000420616|ENSP00000420599|ENSP00000418590|ENSP00000309622|ENSP00000417585|ENSP00000381078|ENSP00000417726|ENSP00000418122|ENSP00000417220|ENSP00000420456	ENSP00000315668	1	1	48	48	
ENSG00000215193	PEX26	22	+	5	5	18566499:18570738	18568025:18570738|18566499:18567878	ENSP00000331106|ENSP00000382648|ENSP00000382650	ENSP00000412441	1	1	147	147	
ENSG00000009765	IYD	6	+	8	8	150715392:150719191	150716703:150719191|150715392:150716591	ENSP00000229447	ENSP00000343763	1	1	112	112	
ENSG00000111596	CNOT2	12	+	28	28	70672055:70704675	70691660:70704675|70688075:70704675|70688075:70691539|70672055:70688017	ENSP00000448453|ENSP00000449385	ENSP00000450318|ENSP00000229195|ENSP00000450283|ENSP00000412091|ENSP00000448490|ENSP00000447497|ENSP00000449577|ENSP00000449260|ENSP00000449446|ENSP00000449917	1	2	58	179	
